Time,Model,acc_7,acc_5,acc_2,F1_score,Corr,MAE,Loss
2026/09/02 09:08:18 - ,DLF,"(44.46, 0.0)","(51.75, 0.0)","(83.69, 0.0)","(83.69, 0.0)","(78.24, 0.0)","(75.05, 0.0)","(75.02, 0.0)"
