Time,Model,acc_7,acc_5,acc_2,F1_score,Corr,MAE,Loss
2026/09/02 04:08:55 - ,DLF,"(43.44, 0.0)","(51.31, 0.0)","(82.32, 0.0)","(82.37, 0.0)","(77.4, 0.0)","(77.28, 0.0)","(77.23, 0.0)"
