Time,Model,acc_7,acc_5,acc_2,F1_score,Corr,MAE,Loss
2026/09/02 02:29:00 - ,DLF,"(43.44, 0.0)","(51.31, 0.0)","(83.84, 0.0)","(83.9, 0.0)","(78.03, 0.0)","(76.47, 0.0)","(76.41, 0.0)"
