Time,Model,acc_7,acc_5,acc_2,F1_score,Corr,MAE,Loss
2026/09/02 10:15:29 - ,DLF,"(41.69, 0.0)","(48.4, 0.0)","(83.08, 0.0)","(83.16, 0.0)","(78.87, 0.0)","(76.51, 0.0)","(76.49, 0.0)"
