Time,Model,acc_7,acc_5,acc_2,F1_score,Corr,MAE,Loss
2026/09/02 04:45:50 - ,DLF,"(45.63, 0.0)","(52.48, 0.0)","(82.93, 0.0)","(83.01, 0.0)","(77.67, 0.0)","(75.08, 0.0)","(75.0, 0.0)"
